Species,subspecies,Specimen #,Measurer,Collection,Collection Year,Collection Month,Collection Day,Country,State/province,County/District,Locality,Elevation,BL Average,BW Average,BD Average,Tarsus Average,Kipp's Average,WC Average,Tail,Age,Sex
Tyrannus melancholicus,melancholicus,56008,MM,Louisiana State University Museum of Natural Sciences,1961,12,1,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,17.965,9.795,7.645,18.705,31.025,112.055,null,Adult,Female
Tyrannus melancholicus,melancholicus,56009,MM,Louisiana State University Museum of Natural Sciences,1961,12,2,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,19.75,10.46,8.2,19.22,33.38,119.125,null,Adult,Male
Tyrannus melancholicus,melancholicus,56010,MM,Louisiana State University Museum of Natural Sciences,1961,12,3,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,17.04,9.795,8.4,18.055,33.275,115.915,null,Adult,Male
Tyrannus melancholicus,melancholicus,56011,MM,Louisiana State University Museum of Natural Sciences,1961,12,3,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,18.91,9.77,8.075,17.97,32.275,115.81,98.86,Adult,Male
Tyrannus melancholicus,melancholicus,56012,MM,Louisiana State University Museum of Natural Sciences,1961,12,5,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,18.255,9.87,8.035,17.115,null,null,null,Adult,Female
Tyrannus melancholicus,melancholicus,56013,MM,Louisiana State University Museum of Natural Sciences,1961,12,5,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,18.005,10.405,8.11,17.1,30.005,112.77,null,Adult,Male
Tyrannus melancholicus,melancholicus,56014,MM,Louisiana State University Museum of Natural Sciences,1961,12,6,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,17.98,9.67,8.035,17.455,32.115,113.955,null,Adult,Male
Tyrannus melancholicus,melancholicus,56015,MM,Louisiana State University Museum of Natural Sciences,1961,12,6,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,18.1,10.58,8.375,17.73,33.78,120.26,102.98,Adult,Male
Tyrannus melancholicus,melancholicus,56016,MM,Louisiana State University Museum of Natural Sciences,1961,12,6,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,17.845,9.855,7.5,18.14,34.655,118.02,91.83,Adult,Male
Tyrannus melancholicus,melancholicus,56017,MM,Louisiana State University Museum of Natural Sciences,1961,12,6,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,18.835,9.925,8.38,17.52,28.825,110.535,87.21,Adult,Female
Tyrannus melancholicus,melancholicus,56018,MM,Louisiana State University Museum of Natural Sciences,1961,12,7,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,19.91,10.12,7.965,18.605,27.69,110.265,null,Adult,Female
Tyrannus melancholicus,melancholicus,56019,MM,Louisiana State University Museum of Natural Sciences,1961,12,7,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,17.925,9.6,7.525,18.055,31.41,115.965,96.36,Adult,Male
Tyrannus melancholicus,melancholicus,56020,MM,Louisiana State University Museum of Natural Sciences,1961,12,7,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,17.905,9.685,7.535,18.18,33.995,109.585,null,Adult,Female
Tyrannus melancholicus,melancholicus,56021,MM,Louisiana State University Museum of Natural Sciences,1961,12,7,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,17.145,10.12,null,17.905,29.12,112.77,null,Adult,Female
Tyrannus melancholicus,melancholicus,56022,MM,Louisiana State University Museum of Natural Sciences,1961,12,7,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,18.835,9.905,7.925,18.79,32.13,117.49,null,Adult,Male
Tyrannus melancholicus,melancholicus,56023,MM,Louisiana State University Museum of Natural Sciences,1961,12,7,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,17.84,9.73,7.495,17.63,32.655,116.14,96.36,Adult,Male
Tyrannus melancholicus,melancholicus,56024,MM,Louisiana State University Museum of Natural Sciences,1961,12,7,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,17.835,9.76,8.795,18.655,32.315,107.945,null,Adult,Female
Tyrannus melancholicus,melancholicus,56025,MM,Louisiana State University Museum of Natural Sciences,1961,12,7,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,18.37,9.435,7.635,17.455,null,null,null,Adult,Male
Tyrannus melancholicus,melancholicus,56026,MM,Louisiana State University Museum of Natural Sciences,1961,12,8,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,18.51,9.54,7.6,17.775,31.635,113.955,null,Adult,Male
Tyrannus melancholicus,melancholicus,56027,MM,Louisiana State University Museum of Natural Sciences,1961,12,8,Argentina,Corrientes,null,"San Luis del Palmar, Estancia Garabata",null,18.585,10.14,8.075,18.165,30.865,111.585,null,Adult,Female
Tyrannus melancholicus,melancholicus,56030,MM,Louisiana State University Museum of Natural Sciences,1962,3,31,Argentina,Corrientes,Santo Tome,"Colonia Garabi, Estancia Rincon de las Mercedes",null,18.46,9.38,7.525,18.395,null,null,null,Adult,Male
Tyrannus melancholicus,melancholicus,56031,MM,Louisiana State University Museum of Natural Sciences,1962,4,2,Argentina,Corrientes,Santo Tome Department,"Colonia Garabi, Estancia Rincon de las Mercedes",null,17.005,9.54,null,19.05,null,null,null,Adult,Female
Tyrannus melancholicus,melancholicus,56032,MM,Louisiana State University Museum of Natural Sciences,1962,4,2,Argentina,Corrientes,Santo Tome Department,"Colonia Garabi, Estancia Rincon de las Mercedes",null,18.55,9.755,null,18.66,null,null,null,Adult,Female
Tyrannus melancholicus,melancholicus,56033,MM,Louisiana State University Museum of Natural Sciences,1962,11,8,Argentina,Corrientes,Ituzaingo Department,Estancia Puerto Valle,null,17.545,9.545,7.475,17.54,34.665,114.29,null,Adult,Male
Tyrannus melancholicus,melancholicus,56034,MM,Louisiana State University Museum of Natural Sciences,1962,11,15,Argentina,Corrientes,Ituzaingo Department,Estancia Puerto Valle,null,17.79,10.14,7.57,18.54,33.67,113.815,94.41,Adult,Male
Tyrannus melancholicus,melancholicus,56035,MM,Louisiana State University Museum of Natural Sciences,1962,11,19,Argentina,Corrientes,Ituzaingo Department,Estancia Puerto Valle,null,18.47,9.49,7.415,18.98,28.415,109.15,null,Adult,Female
Tyrannus melancholicus,melancholicus,56036,MM,Louisiana State University Museum of Natural Sciences,1962,11,29,Argentina,Corrientes,Ituzaingo Department,Estancia Puerto Valle,null,16.945,10.32,7.38,18.42,32.17,110.395,null,Adult,Female
Tyrannus melancholicus,melancholicus,56037,MM,Louisiana State University Museum of Natural Sciences,1962,11,29,Argentina,Corrientes,Ituzaingo Department,Estancia Puerto Valle,null,16.725,9.66,7.67,19.575,32.765,108.48,null,Adult,Female
Tyrannus melancholicus,melancholicus,56038,MM,Louisiana State University Museum of Natural Sciences,1962,12,3,Argentina,Corrientes,Ituzaingo Department,Estancia Puerto Valle,null,18.675,9.505,7.525,18.57,32.19,114.64,null,Adult,Male
Tyrannus melancholicus,melancholicus,56039,MM,Louisiana State University Museum of Natural Sciences,1962,12,11,Argentina,Corrientes,Ituzaingo Department,Estancia Puerto Valle,null,17.125,9.65,7.725,16.975,null,null,null,Adult,Female
Tyrannus melancholicus,despotes,56040,MM,Louisiana State University Museum of Natural Sciences,1961,1,29,Argentina,Corrientes,Ituzaingo Department,Estancia Puerto Valle,null,16.78,9.695,7.495,19.48,null,null,null,Adult,Female
Tyrannus savana,unknown,61592,MM,Louisiana State University Museum of Natural Sciences,null,null,null,Colombia,Cauca,Popayan,Popayan,1760m,12.455,6.965,null,18.27,27.395,95.825,null,Adult,Male
Tyrannus savana,monachus CA,61593,MM,Louisiana State University Museum of Natural Sciences,1960,3,28,Mexico,Oaxaca,null,25 miles south Textupec,null,11.38,6.505,5.205,17.43,28.33,96.95,178,Adult,Female
Tyrannus forficatus,null,61594,MM,Louisiana State University Museum of Natural Sciences,1937,4,28,United States of America,Texas,Pecos,Fort Stockton,null,13.28,8.12,6.22,18.625,null,null,254,Adult,Male
Tyrannus tyrannus,null,61596,MM,Louisiana State University Museum of Natural Sciences,null,null,null,Colombia,Cauca,Popayan,Popayan,1760m,13.73,7.845,6.405,19.62,null,null,null,Adult,Female
Tyrannus vociferans,vociferans,61597,MM,Louisiana State University Museum of Natural Sciences,1936,6,2,United States of America,Arizona,Graham County,Aravaipa Canyon,null,16.24,8.505,6.595,19.895,37.155,125.825,null,Adult,Female
Tyrannus melancholicus,satrapa,61598,MM,Louisiana State University Museum of Natural Sciences,1960,5,28,Colombia,Magdalena,null,Mamatoco,100m,18.47,9.7,6.905,17.755,29.76,110.535,94.24,Adult,Male
Tyrannus melancholicus,satrapa,61599,MM,Louisiana State University Museum of Natural Sciences,1937,5,31,Mexico,Sonora,null,Guirocoba,null,19.95,10.775,8.425,19.85,25.35,106.75,86.25,Adult,Female
Tyrannus crassirostris,pompalis,61600,MM,Louisiana State University Museum of Natural Sciences,1950,6,9,null,Sonora,null,Guirocoba,null,21.135,12.555,11.68,20.275,null,null,null,Adult,Male
Tyrannus melancholicus,melancholicus,62363,MM,Louisiana State University Museum of Natural Sciences,1967,8,14,Peru,Huanuco,null,"Tea Gardens, South America in Cordillera Azul ",1300m,16.325,9.09,6.95,17.07,30.62,117.245,95.13,Adult,Male
Tyrannus melancholicus,melancholicus,62364,MM,Louisiana State University Museum of Natural Sciences,1967,8,14,Peru,Huanuco,null,"Tea Gardens, South America in Cordillera Azul ",1300m,16.265,10.025,7.025,19.005,29.705,108.545,null,Adult,Female
Tyrannus melancholicus,melancholicus,62365,MM,Louisiana State University Museum of Natural Sciences,1967,8,14,Peru,Huanuco,null,"Tea Gardens, South America in Cordillera Azul ",1300m,16.62,8.56,6.615,17.855,30.495,115.15,92.87,Adult,Male
Tyrannus melancholicus,melancholicus,62366,MM,Louisiana State University Museum of Natural Sciences,1967,8,12,Peru,Huanuco,null,"Tea Gardens, South America in Cordillera Azul ",1300m,16.675,9.78,7.065,17.42,25.675,109.685,null,SecondYear,Male
Tyrannus melancholicus,melancholicus,62367,MM,Louisiana State University Museum of Natural Sciences,1967,6,3,Peru,Huanuco,null,3 km SW Ambo,2100m,14.63,8.64,6.285,17.52,27.97,110.11,88.91,HatchYear,Female
Tyrannus forficatus,null,62853,MM,Louisiana State University Museum of Natural Sciences,1966,10,2,United States of America,Louisiana,Cameron Parish,0.5 mi. west of Holly Beach,null,13.64,8.34,6.165,20.605,33.07,108.185,110.61,HatchYear,Female
Tyrannus melancholicus,despotes,62984,MM,Louisiana State University Museum of Natural Sciences,1968,1,6,Brazil,Sao Paulo,null,Pariquera Acu,null,16.805,9.58,6.875,16.85,null,null,null,Adult,Male
Tyrannus melancholicus,despotes,62985,MM,Louisiana State University Museum of Natural Sciences,1968,1,6,Brazil,Sao Paulo,null,Pariquera Acu,null,14.53,8.995,6.28,16.215,25.565,101.415,null,HatchYear,Unknown
Tyrannus melancholicus,melancholicus,64327,MM,Louisiana State University Museum of Natural Sciences,1968,7,17,Peru,Amazonas,null,4 km SW Chiriaco,500m,17.075,9.94,null,19.19,29.27,116.37,101.06,Adult,Male
Tyrannus melancholicus,melancholicus,64328,MM,Louisiana State University Museum of Natural Sciences,1968,6,20,Peru,Cajamarca,null,30 km E Chiclayo,null,17.505,10.3,7.68,17.62,33.705,119.01,96.02,Adult,Male
Tyrannus melancholicus,melancholicus,64329,MM,Louisiana State University Museum of Natural Sciences,1968,6,28,Peru,Cajamarca,null,30 km E Chiclayo,null,18.715,10.86,7.455,18.92,30.645,112.54,95.43,Adult,Female
Tyrannus melancholicus,despotes,65209,MM,Louisiana State University Museum of Natural Sciences,1969,2,11,Brazil,Sao Paulo,null,Itapetininga,null,18.04,9.7,8.015,19.3,31.23,114.165,null,HatchYear,Male
Tyrannus tyrannus,null,65964,MM,Louisiana State University Museum of Natural Sciences,null,null,null,Guatemala,Alta Verapaz,null,5 mi. E Panzos,200 feet,13.62,7.925,6.365,17.765,null,null,null,HatchYear,Male
Tyrannus melancholicus,satrapa,65966,MM,Louisiana State University Museum of Natural Sciences,1961,7,21,Guatemala,Izabal,null,1 mi. S Santo Tomas,sea level,17.245,9.655,7.08,19.645,null,null,null,Adult,Male
Tyrannus melancholicus,satrapa,65967,MM,Louisiana State University Museum of Natural Sciences,1961,6,27,Guatemala,Izabal,null,1 mi. W Santo Thomas,50 ft,18.62,10.45,7.82,20.82,null,null,91.63,Adult,Male
Tyrannus melancholicus,satrapa,65968,MM,Louisiana State University Museum of Natural Sciences,1961,7,3,Guatemala,Izabal,null,1 mi. S Sonto Tomas,100 ft,17.505,9.675,7.535,19.635,null,null,null,Adult,Male
Tyrannus melancholicus,satrapa,65969,MM,Louisiana State University Museum of Natural Sciences,1961,7,19,Guatemala,Izabal,null,1 mi. S Santo Tomas,0',17.29,9.425,6.97,18.795,26.27,104.32,86.04,HatchYear,Male
Tyrannus melancholicus,satrapa,65970,MM,Louisiana State University Museum of Natural Sciences,1961,8,4,Guatemala,Izabal,null,9 mi. NE Puerto Barrios,0m,19.12,10.78,7.25,19.015,30.15,112.16,null,Adult,Male
Tyrannus melancholicus,satrapa,65971,MM,Louisiana State University Museum of Natural Sciences,1963,6,26,Guatemala,Suchitepequez,null,5 mi. SW Patulul,700 ft,16.49,9.705,6.235,17.71,22.475,101.285,83.02,SecondYear,Male
Tyrannus melancholicus,satrapa,65972,MM,Louisiana State University Museum of Natural Sciences,1963,7,14,Guatemala,Jutiapa,null,5 mi. S Pasaco,400 ft,16.57,10.01,7.565,19.505,null,null,null,Adult,Female
Tyrannus couchii,null,65973,MM,Louisiana State University Museum of Natural Sciences,1959,1,13,Guatemala,Alta Verapaz,null,5 mi. SW Panzos,200 ft,17.83,9.705,7.355,19.24,29.455,113.605,null,Adult,Male
Tyrannus melancholicus,satrapa,65974,MM,Louisiana State University Museum of Natural Sciences,1963,7,22,Guatemala,Alta Verapaz,null,Sebol,500 ft,17.05,9.855,7.42,18.81,26.335,102.775,85.64,HatchYear,Female
Tyrannus melancholicus,satrapa,65975,MM,Louisiana State University Museum of Natural Sciences,1963,6,24,Guatemala,Santa Rosa,null,5 mi. E Nuevo Vinas,4100 ft,17.715,10.175,7.65,19.585,null,null,null,Adult,Female
Tyrannus melancholicus,satrapa,65976,MM,Louisiana State University Museum of Natural Sciences,1963,7,4,Guatemala,Santa Rosa,null,9 mi. W Taxisco,200 ft,17.885,9.63,7.495,19.41,null,null,null,Adult,Male
Tyrannus melancholicus,satrapa,65977,MM,Louisiana State University Museum of Natural Sciences,1963,7,9,Guatemala,Santa Rosa,null,10 mi. SW Taxisco,200 ft,19.17,10.22,7.485,19.62,null,null,null,Adult,Male
Tyrannus melancholicus,melancholicus,71326,MM,Louisiana State University Museum of Natural Sciences,1972,7,28,Peru,Loreto/Ucayali (from data base),null,Yarinacocha,null,17.27,9.74,7.565,18.37,29.11,102.755,null,HatchYear,Female
Tyrannus melancholicus,despotes,71733,MM,Louisiana State University Museum of Natural Sciences,1972,9,18,Brazil,Maranh‹o,null,"Coroata, Fazenda do Caximbo",null,17.68,9.675,7.015,18.245,27.495,104.46,89.68,Adult,Female
Tyrannus melancholicus,melancholicus,72574,MM,Louisiana State University Museum of Natural Sciences,1972,10,16,Peru,Huanuco,null,"approximately 35 km NE Tinga Maria, Hacienda Sta. Elena",1000m,17.945,8.795,6.905,17.275,32.515,111.23,90.45,Adult,Female
Tyrannus melancholicus,melancholicus,74245,MM,Louisiana State University Museum of Natural Sciences,1973,7,27,Peru,Huanuco,null,Below Acomayo,5200 feet,17.81,9.755,7.98,19.355,25.945,111.765,94.99,Adult,Female
Tyrannus melancholicus,melancholicus,74246,MM,Louisiana State University Museum of Natural Sciences,1973,7,28,Peru,Huanuco,null,Below Acomayo,6700 feet,17.93,9.91,7.57,18.975,25.605,108.625,88.38,HatchYear,Female
Tyrannus melancholicus,melancholicus,74247,MM,Louisiana State University Museum of Natural Sciences,1973,7,28,Peru,Huanuco,null,Below Acomayo,6700 feet,10.35,6.285,4.785,18.955,null,null,null,Nestling,Female
Tyrannus tyrannus,null,75271,MM,Louisiana State University Museum of Natural Sciences,null,null,null,Peru,Amazonas,null,"Bagua, Hda. Valor",~1100 feet,12.91,8.555,5.98,19.71,null,null,null,HatchYear,Female
Tyrannus melancholicus,melancholicus,75272,MM,Louisiana State University Museum of Natural Sciences,1973,10,14,Peru,Amazonas,null,"Bagua, Hda. Valor",null,17.52,10.225,7.845,18.16,30.385,115.095,98.79,SecondYear,Male
Tyrannus cubensis,null,75510,MM,Louisiana State University Museum of Natural Sciences,1919,2,25,Cuba,Guantamo,null,"Santa Rita, Los Ca–os",null,24.79,14.89,11.505,21.535,null,null,null,Adult,Female
Tyrannus vociferans,vociferans,76033,MM,Louisiana State University Museum of Natural Sciences,1941,9,4,United States of America,Colorado,null,15 miles NE Denver,null,13.945,8.34,null,20.325,null,null,null,Adult,Male
Tyrannus forficatus,null,76034,MM,Louisiana State University Museum of Natural Sciences,1933,4,24,United States of America,Texas,Cameron County,Brownsville,null,12.755,7.64,6.495,18.545,null,null,150,Adult,Female
Tyrannus niveigularis,null,77605,MM,Louisiana State University Museum of Natural Sciences,1974,8,29,Ecuador,Los Rios,null,"Hacienda Mopa, 5 km S Valencia",null,14.425,8.325,5.825,18.85,26.35,103.95,78.15,Adult,Female
Tyrannus tyrannus,null,78723,MM,Louisiana State University Museum of Natural Sciences,null,null,null,Peru,Apurimac,null,"96 km E Abancay on road to Cuzco, 2 km E Puente Cunyac ",~5600 feet,12.725,8.095,5.86,19.34,null,null,null,HatchYear,Female
Tyrannus melancholicus,melancholicus,78724,MM,Louisiana State University Museum of Natural Sciences,1974,12,18,Peru,Amazonas,null,20 km by road SW Chiriaco,~1700 ft,18.925,10.155,7.2,18.42,null,null,null,Adult,Male
Tyrannus melancholicus,melancholicus,83441,MM,Louisiana State University Museum of Natural Sciences,1976,7,6,Ecuador,Napo,null,Limoncocha,300m,16.64,9.255,7.185,17.61,null,null,91.51,Adult,Male
Tyrannus melancholicus,melancholicus,85078,MM,Louisiana State University Museum of Natural Sciences,1977,8,10,Peru,Amazonas,null,Vicinity of Huampami on Rio Cenepa,~700 ft,17.655,10,7.655,17.64,27.14,107.32,null,Adult,Female
Tyrannus melancholicus,satrapa,88337,MM,Louisiana State University Museum of Natural Sciences,1978,8,18,Peru,Amazonas,null,Vicinity of Kusu on Rio Comaina,null,16.635,9.92,7.4,18.84,27.245,108.255,87.37,Adult,Female
Tyrannus niveigularis,null,88339,MM,Louisiana State University Museum of Natural Sciences,1978,5,14,Peru,Lambayeque,null,10 km NE Naupe,null,14.575,8.85,6.325,19.225,23.775,99.075,74.9,HatchYear,Female
Tyrannus niveigularis,null,88340,MM,Louisiana State University Museum of Natural Sciences,1978,5,14,Peru,Lambayeque,null,10 km NE Naupe,null,14.8,8.375,6.2,17.175,28.3,104.5,76.6,Adult,Male
